,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,MANUFACTURER,BRAND,BARCODE
251225,Snacks,Pretzels,Covered Pretzels,,,,UNKNOWN_251225
251533,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,ABBOTT,HI-CAL,UNKNOWN_251533
252051,Health & Wellness,Hair Care,Shampoo,,JOHNSON & JOHNSON,NEUTROGENA,UNKNOWN_252051
252087,Health & Wellness,Skin Care,Skin Toners & Astringents,,"E.L.F. COSMETICS, INC",NATURIUM,UNKNOWN_252087
252190,Health & Wellness,Hair Care,Hair Styling Products,,CHURCH & DWIGHT,TOPPIK,UNKNOWN_252190
252273,Health & Wellness,Hair Care,Shampoo,,HENKEL,BC BONACURE,UNKNOWN_252273
252581,Snacks,,,,CONAGRA,SLIM JIM,UNKNOWN_252581
252683,Snacks,Snack Bars,,,MONDELĒZ INTERNATIONAL,LUNA,UNKNOWN_252683
252730,Health & Wellness,Hair Care,Dry Shampoo,,HENKEL,KENRA,UNKNOWN_252730
253120,Health & Wellness,,,,MERIDIAN,MERIDIAN,UNKNOWN_253120
253334,Snacks,Crackers,,,MONDELĒZ INTERNATIONAL,PREMIUM CRACKERS,UNKNOWN_253334
253388,Snacks,Candy,,,FERRERO GROUP,FERRERO ROCHER,UNKNOWN_253388
253389,Snacks,Fruit & Vegetable Snacks,,,GENERAL MILLS,ANNIE'S HOMEGROWN GROCERY,UNKNOWN_253389
253517,Health & Wellness,Bath & Body,,,UNILEVER,DOVE MEN+CARE,UNKNOWN_253517
253536,Health & Wellness,,,,RECKITT BENCKISER,BIOFREEZE,UNKNOWN_253536
253556,Health & Wellness,Deodorant & Antiperspirant,,,KAO USA,BAN,UNKNOWN_253556
253643,Snacks,,,,MONDELĒZ INTERNATIONAL,ENJOY LIFE FOODS,UNKNOWN_253643
254080,Snacks,Fruit & Vegetable Snacks,Fruit Snacks,,FERRARA CANDY COMPANY,FUNABLES,UNKNOWN_254080
254225,Health & Wellness,Bath & Body,,,UNILEVER,LOVE BEAUTY AND PLANET,UNKNOWN_254225
254542,Snacks,,,,BLUE DIAMOND GROWERS,BLUE DIAMOND ALMONDS,UNKNOWN_254542
254625,Snacks,,,,THE HERSHEY COMPANY,ALMOND JOY,UNKNOWN_254625
254633,Health & Wellness,Sexual Health,Contraceptives,,,,UNKNOWN_254633
255130,Snacks,Candy,Gum,,MARS WRIGLEY,WINTERFRESH,UNKNOWN_255130
255311,Snacks,Nuts & Seeds,Almonds,,HORMEL FOODS,PLANTERS,UNKNOWN_255311
255639,Health & Wellness,Menstrual Care,,,KIMBERLY CLARK,THINX,UNKNOWN_255639
255849,Health & Wellness,,,,COTY,JOOP! FRAGRANCE & BODY CARE,UNKNOWN_255849
255875,Health & Wellness,Bath & Body,Liquid Hand Soap,,"SC JOHNSON & SON, INC",CALDREA,UNKNOWN_255875
255876,Health & Wellness,Deodorant & Antiperspirant,Gender Neutral Deodorant & Antiperspirant,,CHURCH & DWIGHT,ARRID,UNKNOWN_255876
256472,Health & Wellness,Hair Care,Dry Shampoo,,HENKEL,SCHWARZKOPF,UNKNOWN_256472
256846,Health & Wellness,,,,PROCTER & GAMBLE,HERBAL ESSENCES,UNKNOWN_256846
256871,Snacks,Chips,,,GENERAL MILLS,OLD EL PASO,UNKNOWN_256871
256877,Health & Wellness,Hair Removal,Hair Removal Cream,,,,UNKNOWN_256877
257010,Health & Wellness,Hair Care,Hair Styling Products,,UNILEVER,NEXXUS,UNKNOWN_257010
257218,Alcohol,Wine,Rosé,Rosé & Blends,GALLO,BAREFOOT,UNKNOWN_257218
257311,Snacks,Candy,,,FERRARA CANDY COMPANY,BLACK FOREST,UNKNOWN_257311
257391,Snacks,Dips & Salsa,,,,,UNKNOWN_257391
258227,Snacks,Crackers,,,PEPSICO,IMAGINE,UNKNOWN_258227
258343,Health & Wellness,Bath & Body,,,COTY,ESCADA FRAGRANCE & BODY CARE,UNKNOWN_258343
258865,Snacks,,,,MONDELĒZ INTERNATIONAL,WHEAT THINS,UNKNOWN_258865
258946,Snacks,Snack Bars,,,MONDELĒZ INTERNATIONAL,PERFECT SNACKS,UNKNOWN_258946
258961,Health & Wellness,Menstrual Care,Menstrual Care Liners,,,,UNKNOWN_258961
259126,Health & Wellness,,,,RECKITT BENCKISER,CEPACOL,UNKNOWN_259126
259880,Health & Wellness,Skin Care,Lip Balms & Treatments,,COLGATE-PALMOLIVE,ELTAMD SKINCARE,UNKNOWN_259880
260039,Health & Wellness,Medicines & Treatments,,,SANOFI AVENTIS US LLC,XYZAL,UNKNOWN_260039
260343,Snacks,Chips,Potato Chips,,PEPSICO,MISS VICKIES,UNKNOWN_260343
260353,Snacks,Fruit & Vegetable Snacks,Dried Fruit,,RIND SNACKS,RIND,UNKNOWN_260353
260541,Health & Wellness,Medicines & Treatments,,,RECKITT BENCKISER,QUEEN V,UNKNOWN_260541
261351,Snacks,Pudding & Gelatin,Ready-to-Eat Gelatin,,KRAFTHEINZ,JELL-O,UNKNOWN_261351
261578,Health & Wellness,Hair Care,Hair Treatments,,UNILEVER,DOVE,UNKNOWN_261578
262205,Health & Wellness,First Aid,Ointments & Liquids,,COLGATE-PALMOLIVE,ELTAMD SKINCARE,UNKNOWN_262205
262505,Health & Wellness,Bath & Body,Body Wash,,SUAVE BRANDS COMPANY LLC,SUAVE,UNKNOWN_262505
262616,Snacks,,,,CONAGRA,JIFFY POP,UNKNOWN_262616
262690,Health & Wellness,Menstrual Care,,,CHURCH & DWIGHT,REPHRESH,UNKNOWN_262690
262870,Health & Wellness,First Aid,Ointments & Liquids,,CHURCH & DWIGHT,SIMPLY SALINE,UNKNOWN_262870
263462,Snacks,Snack Mixes,,,PEPSICO,MUNCHIES,UNKNOWN_263462
263577,Health & Wellness,Topical Muscle & Joint Relief Treatments,,,RECKITT BENCKISER,BIOFREEZE,UNKNOWN_263577
263830,Health & Wellness,Skin Care,Facial Lotion & Moisturizer,,"BEIERSDORF, INC.",LA PRAIRIE,UNKNOWN_263830
264176,Snacks,Snack Bars,,,GENERAL MILLS,CHEX,UNKNOWN_264176
264731,Health & Wellness,Oral Care,,,GSK,PARADONTAX,UNKNOWN_264731
264879,Snacks,Candy,Chocolate Candy,,THE JM SMUCKER COMPANY,DUNKIN' COFFEE AT HOME,UNKNOWN_264879
264975,Snacks,,,,GENERAL MILLS,CASCADIAN FARM,UNKNOWN_264975
265285,Health & Wellness,Bath & Body,Liquid Hand Soap,,"SC JOHNSON & SON, INC",BABYGANICS,UNKNOWN_265285
265484,Snacks,Crackers,,,KELLANOVA,CARR'S,UNKNOWN_265484
265528,Snacks,,,,MONDELĒZ INTERNATIONAL,PERFECT SNACKS,UNKNOWN_265528
265540,Snacks,Candy,Chocolate Candy,,MARS WRIGLEY,MILKY WAY,UNKNOWN_265540
265691,Health & Wellness,Bath & Body,Liquid Hand Soap,,KAO USA,ORIBE,UNKNOWN_265691
265837,Snacks,Candy,,,THE HERSHEY COMPANY,ICE BREAKERS,UNKNOWN_265837
266034,Snacks,Puffed Snacks,Popcorn,,GENERAL MILLS,ANNIE'S HOMEGROWN GROCERY,UNKNOWN_266034
266868,Health & Wellness,Hair Removal,Hair Removal Cream,,COTY,SALLY HANSEN,UNKNOWN_266868
267499,Health & Wellness,,,,PROCTER & GAMBLE,MY BLACK IS BEAUTIFUL,UNKNOWN_267499
267762,Snacks,Chips,,,GENERAL MILLS,BUGLES,UNKNOWN_267762
267879,Health & Wellness,Bath & Body,,,THE CLOROX COMPANY,BURT'S BEES BEAUTY,UNKNOWN_267879
268151,Health & Wellness,Skin Care,Anti-Aging Skin Care Kits,,JOHNSON & JOHNSON,EXUVIANCE,UNKNOWN_268151
268306,Snacks,,,,MARS WRIGLEY,TWIX,UNKNOWN_268306
268439,Health & Wellness,Hair Removal,,,COTY,HUGO BOSS FRAGRANCE & BODY CARE,UNKNOWN_268439
268597,Health & Wellness,Skin Care,Skin Care Masks & Peels,,JOHNSON & JOHNSON,EXUVIANCE,UNKNOWN_268597
268795,Snacks,Puffed Snacks,Popcorn,Already Popped Popcorn,CONAGRA,ANGIE'S BOOMCHICKAPOP,UNKNOWN_268795
268922,Health & Wellness,Hair Care,,,REVLON CONSUMER PRODUCTS LLC,REVLON,UNKNOWN_268922
268959,Snacks,,,,MONDELĒZ INTERNATIONAL,SOCIABLES,UNKNOWN_268959
269396,Snacks,,,,BLAKE'S SEED BASED,BLAKE'S SEED BASED,UNKNOWN_269396
269862,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,ALCON LABORATORIES INC,SYSTANE,UNKNOWN_269862
270136,Health & Wellness,Medicines & Treatments,Allergy & Sinus Medicines & Treatments,,BAYER,AFRIN®,UNKNOWN_270136
270973,Health & Wellness,Skin Care,,,COTY,ORVEDA,UNKNOWN_270973
271087,Snacks,,,,PEPSICO,HILO LIFE,UNKNOWN_271087
271089,Health & Wellness,Bath & Body,Bath & Body Gift Sets,,COTY,ESCADA FRAGRANCE & BODY CARE,UNKNOWN_271089
271700,Health & Wellness,Skin Care,Lip Balms & Treatments,Lip Balms,"BEIERSDORF, INC.",CHANTECAILLE,UNKNOWN_271700
272382,Snacks,Crackers,,,CONAGRA,GLUTINO,UNKNOWN_272382
273043,Snacks,Snack Cakes,Cakes & Truffles Snack Cakes,,BIMBO,ENTENMANN'S SWEET BAKED GOODS,UNKNOWN_273043
273386,Snacks,Snack Cakes,Cakes & Truffles Snack Cakes,,FLOWERS FOODS,MRS.FRESHLEY'S,UNKNOWN_273386
273824,Health & Wellness,Hair Removal,Shaving Gel & Cream,Gender Neutral Shaving Gel & Cream,,,UNKNOWN_273824
273825,Health & Wellness,Hair Removal,Waxing & Strips,,,,UNKNOWN_273825
273941,Snacks,Puffed Snacks,Popcorn,,GENERAL MILLS,CINNAMON TOAST CRUNCH,UNKNOWN_273941
274056,Health & Wellness,,,,RECKITT BENCKISER,CLEARASIL,UNKNOWN_274056
274075,Health & Wellness,,,,ABBOTT,PROMOTE,UNKNOWN_274075
274517,Health & Wellness,Medicines & Treatments,,,SANOFI AVENTIS US LLC,ROLAIDS,UNKNOWN_274517
275353,Snacks,Candy,,,MONDELĒZ INTERNATIONAL,ENJOY LIFE FOODS,UNKNOWN_275353
275395,Health & Wellness,,,,COTY,MAX FACTOR,UNKNOWN_275395
275575,Health & Wellness,First Aid,,,COLGATE-PALMOLIVE,ELTAMD SKINCARE,UNKNOWN_275575
275773,Snacks,Snack Bars,,,ABBOTT,ZONE PERFECT,UNKNOWN_275773
275984,Health & Wellness,Bath & Body,Body Wash,,UNILEVER,LOVE BEAUTY AND PLANET,UNKNOWN_275984
276131,Health & Wellness,Oral Care,Mouthwash,,PROCTER & GAMBLE,CREST,UNKNOWN_276131
276137,Snacks,Snack Bars,Performance & Protein Bars,,GLANBIA PERFORMANCE NUTRITION,THINK!,UNKNOWN_276137
276329,Snacks,Chips,Potato Chips,,PEPSICO,SIMPLY,UNKNOWN_276329
276755,Health & Wellness,Skin Care,Lip Balms & Treatments,Medicated Lip Treatments,HALEON,ABREVA,UNKNOWN_276755
276916,Snacks,Puffed Snacks,Popcorn,,CONAGRA,ANGIE'S BOOMCHICKAPOP,UNKNOWN_276916
276974,Snacks,,,,PEPSICO,MISS VICKIES,UNKNOWN_276974
277164,Health & Wellness,Bath & Body,Hand & Body Lotions,,"SC JOHNSON & SON, INC",MRS MEYERS,UNKNOWN_277164
277446,Health & Wellness,Skin Care,Facial Cleansing Kits,,JOHNSON & JOHNSON,NEUTROGENA,UNKNOWN_277446
277568,Snacks,Fruit & Vegetable Snacks,Fruit Snacks,,FERRARA CANDY COMPANY,BLACK FOREST,UNKNOWN_277568
278227,Health & Wellness,Hair Care,,,HENKEL,BETTER NATURED,UNKNOWN_278227
278375,Snacks,Candy,Confection Candy,,MARS WRIGLEY,STARBURST,UNKNOWN_278375
278793,Snacks,Candy,Chocolate Candy,,CARIBOU COFFEE,CARIBOU COFFEE,UNKNOWN_278793
279095,Snacks,,,,MARS FOOD,KIND,UNKNOWN_279095
279124,Snacks,Pretzels,Traditional Pretzels,,,,UNKNOWN_279124
279372,Snacks,Candy,,,MARS WRIGLEY,SPEARMINT,UNKNOWN_279372
279494,Snacks,Candy,Chocolate Candy,,UNREAL BRANDS INC,UNREAL,UNKNOWN_279494
279595,Health & Wellness,Bath & Body,Bath & Body Gift Sets,,COTY,HUGO BOSS FRAGRANCE & BODY CARE,UNKNOWN_279595
280143,Health & Wellness,Medicines & Treatments,,,CHURCH & DWIGHT,PB 8,UNKNOWN_280143
281645,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Cough & Chest Congestion Medicines & Treatments,JOHNSON & JOHNSON,ZARBEE'S,UNKNOWN_281645
282157,Health & Wellness,Oral Care,Breath Strips & Sprays,,CHURCH & DWIGHT,THERABREATH,UNKNOWN_282157
282339,Snacks,,,,CAMPBELL SOUP COMPANY,SNACK FACTORY,UNKNOWN_282339
282366,Snacks,Chips,,,CAMPBELL SOUP COMPANY,KETTLE BRAND,UNKNOWN_282366
282609,Health & Wellness,,,,PROCTER & GAMBLE,SPRING & VINE,UNKNOWN_282609
283182,Health & Wellness,Bath & Body,Bar Soap,,UNILEVER,DEGREE,UNKNOWN_283182
283202,Health & Wellness,Ear Care,,,,,UNKNOWN_283202
284103,Health & Wellness,Hair Removal,,,COTY,MAX FACTOR,UNKNOWN_284103
284395,Snacks,Snack Bars,Meal Replacement Bars,,GENERAL MILLS,LARABAR,UNKNOWN_284395
284421,Health & Wellness,Medicines & Treatments,Digestive Health Medicines & Treatments,Heartburn & Antacids Medicines & Treatments,PROCTER & GAMBLE,PRILOSEC OTC,UNKNOWN_284421
284709,Beverages,Water,,,PEPSICO,BUBLY SPARKLING WATER,UNKNOWN_284709
284743,Health & Wellness,Topical Muscle & Joint Relief Treatments,Hot & Cold Compress,,,,UNKNOWN_284743
285667,Health & Wellness,,,,CHURCH & DWIGHT,BATISTE,UNKNOWN_285667
286597,Health & Wellness,Hair Care,Hair Treatments,,CHURCH & DWIGHT,VIVISCAL,UNKNOWN_286597
286745,Health & Wellness,Medicines & Treatments,,,SANOFI AVENTIS US LLC,ACT,UNKNOWN_286745
286800,Snacks,Pudding & Gelatin,Ready-to-Eat Dessert Cups,,THE HERSHEY COMPANY,HERSHEY'S,UNKNOWN_286800
287637,Snacks,Chips,Whole Grain Chips,,PEPSICO,SUN CHIPS,UNKNOWN_287637
287784,Health & Wellness,Medicines & Treatments,,,RECKITT BENCKISER,BODI-OME,UNKNOWN_287784
287841,Health & Wellness,Skin Care,Facial Lotion & Moisturizer,,"GALDERMA LABORATORIES, L.P.",CETAPHIL,UNKNOWN_287841
287870,Snacks,Snack Bars,Cereal Bars & Breakfast Biscuits,,GENERAL MILLS,EPIC,UNKNOWN_287870
288150,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Immune Support,RECKITT BENCKISER,BODI-OME,UNKNOWN_288150
288213,Snacks,Chips,,,1440 FOODS COMPANY,PURE PROTEIN,UNKNOWN_288213
289167,Health & Wellness,Bath & Body,,,COTY,GABRIELA SABATINI FRAGRANCE & BODY CARE,UNKNOWN_289167
289266,Health & Wellness,Bath & Body,Hand & Body Lotions,,UNILEVER,DOVE,UNKNOWN_289266
289886,Health & Wellness,Topical Muscle & Joint Relief Treatments,Hot & Cold Compress,,NEWELL BRANDS,SUNBEAM,UNKNOWN_289886
289972,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,WHY BRANDS INC.,MUNCHKIN,UNKNOWN_289972
290204,Snacks,Chips,Corn Chips,,GENERAL MILLS,OLD EL PASO,UNKNOWN_290204
290519,Snacks,,,,THE JM SMUCKER COMPANY,HOSTESS,UNKNOWN_290519
291322,Health & Wellness,Skin Care,Facial Cleansers,,PROCTER & GAMBLE,SK-II,UNKNOWN_291322
291574,Snacks,,,,ABBOTT,ZONE PERFECT,UNKNOWN_291574
291940,Health & Wellness,Skin Care,Facial Lotion & Moisturizer,,COTY,ORVEDA,UNKNOWN_291940
292459,Health & Wellness,Skin Care,Lip Balms & Treatments,Lip Balms,"E.L.F. COSMETICS, INC",E.L.F.,UNKNOWN_292459
292600,Health & Wellness,Bath & Body,,,COTY,VERA WANG FRAGRANCE & BODY CARE,UNKNOWN_292600
292997,Health & Wellness,Hair Care,Hair Styling Products,,UNILEVER,DOVE,UNKNOWN_292997
293064,Health & Wellness,Adult Incontinence,,,KIMBERLY CLARK,POISE,UNKNOWN_293064
293126,Health & Wellness,Bath & Body,Hand & Body Lotions,,UNILEVER,BELOVED,UNKNOWN_293126
293651,Health & Wellness,Skin Care,Body Oil,,PDC BRANDS,DR TEAL'S,UNKNOWN_293651
294081,Snacks,Dips & Salsa,Dip Mixes,,LITEHOUSE,LITEHOUSE,UNKNOWN_294081
294660,Snacks,Candy,Confection Candy,,FERRARA CANDY COMPANY,GOBSTOPPER,UNKNOWN_294660
294728,Health & Wellness,First Aid,Ointments & Liquids,,JOHNSON & JOHNSON,NEOSPORIN,UNKNOWN_294728
294901,Health & Wellness,Skin Care,Skin Insect Repellent,,"SC JOHNSON & SON, INC",BABYGANICS,UNKNOWN_294901
295436,Snacks,Puffed Snacks,,,CONAGRA,ACT II,UNKNOWN_295436
295453,Health & Wellness,,,,PROCTER & GAMBLE,ALWAYS DISCREET,UNKNOWN_295453
295478,Health & Wellness,Skin Care,Lip Balms & Treatments,,COTY,PHILOSOPHY FRAGRANCE & BODY CARE,UNKNOWN_295478
295665,Health & Wellness,Medicines & Treatments,Sleeping & Snoring,Sleep Aids,RECKITT BENCKISER,NEURIVA,UNKNOWN_295665
295720,Health & Wellness,,,,UNILEVER,SEVENTH GENERATION PERSONAL CARE,UNKNOWN_295720
295871,Health & Wellness,Hair Removal,After Shave,,COTY,BRUNO BANANI FRAGRANCE & BODY CARE,UNKNOWN_295871
296245,Health & Wellness,Skin Care,Facial Cleansers,,OFFSPRING BEAUTY CO.,VERSED,UNKNOWN_296245
296307,Health & Wellness,Skin Care,Skin Toners & Astringents,,COTY,BOURJOIS,UNKNOWN_296307
296427,Snacks,Crackers,Animal Crackers,,CONAGRA,GLUTINO,UNKNOWN_296427
296433,Health & Wellness,Hair Care,Shampoo,,PROCTER & GAMBLE,SPRING & VINE,UNKNOWN_296433
296556,Health & Wellness,Medicines & Treatments,,,JOHNSON & JOHNSON,MOTRIN,UNKNOWN_296556
296608,Snacks,Snack Bars,,,IQ BAR,IQ BAR,UNKNOWN_296608
296886,Health & Wellness,Medical Supplies & Equipment,,,JOHNSON & JOHNSON,BAND-AID,UNKNOWN_296886
296901,Health & Wellness,Eye Care,Eye Drops,,BAUSCH + LOMB CORPORATION,MURO 128,UNKNOWN_296901
297175,Snacks,Chips,,,PEPSICO,MAUI STYLE CHIPS,UNKNOWN_297175
297206,Snacks,Chips,Crisps,,GENERAL MILLS,ANNIE'S HOMEGROWN GROCERY,UNKNOWN_297206
297280,Snacks,,,,KRAFTHEINZ,JELL-O REFRIGERATED PUDDING & GELATIN,UNKNOWN_297280
297334,Snacks,,,,BEECH-NUT,BEECH-NUT,UNKNOWN_297334
297360,Snacks,Snack Bars,,,GENERAL MILLS,REESE'S PUFFS,UNKNOWN_297360
297378,Snacks,Fruit & Vegetable Snacks,,,PEPSICO,BARE SNACKS,UNKNOWN_297378
297459,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Cold & Flu Medicines & Treatments,BOIRON,BOIRON,UNKNOWN_297459
297648,Health & Wellness,Skin Care,,,"BEIERSDORF, INC.",EUCERIN,UNKNOWN_297648
297820,Snacks,Snack Bars,,,BUDDHA BRANDS,HUNGRY BUDDHA,UNKNOWN_297820
297865,Health & Wellness,Hair Care,,,JOHNSON & JOHNSON,AVEENO,UNKNOWN_297865
297875,Snacks,,,,BIMBO,LITTLE BITES,UNKNOWN_297875
297919,Snacks,Chips,Crisps,,GENERAL MILLS,BETTY CROCKER,UNKNOWN_297919
299068,Snacks,,,,T. MARZETTI COMPANY,MARZETTI,UNKNOWN_299068
299279,Health & Wellness,Bath & Body,Body Wash,,UNILEVER,FIND YOUR HAPPY PLACE,UNKNOWN_299279
299342,Health & Wellness,Bath & Body,Body Wash,,JOHNSON & JOHNSON,OGX,UNKNOWN_299342
299387,Snacks,Puffed Snacks,Popcorn,Popcorn Kernels & Popcorn Seasonings,CONAGRA,JIFFY POP,UNKNOWN_299387
299459,Snacks,Snack Cakes,Brownie Snack Cakes,,,,UNKNOWN_299459
299573,Health & Wellness,Medicines & Treatments,Pain & Fever Medicines & Treatments,,JOHNSON & JOHNSON,MOTRIN,UNKNOWN_299573
299635,Snacks,Snack Bars,,,PERVINE FOODS,FITCRUNCH,UNKNOWN_299635
299753,Health & Wellness,Deodorant & Antiperspirant,Men's Deodorant & Antiperspirant,,COTY,JIL SANDER FRAGRANCE & BODY CARE,UNKNOWN_299753
299924,Health & Wellness,,,,CONAIR LLC,CONAIR,UNKNOWN_299924
300057,Snacks,Nuts & Seeds,Snack Seeds,,HORMEL FOODS,CORN NUTS,UNKNOWN_300057
300121,Snacks,Trail Mix,,,GENERAL MILLS,LARABAR,UNKNOWN_300121
300143,Health & Wellness,Bath & Body,Liquid Hand Soap,,UNILEVER,SEVENTH GENERATION HAND SOAP,UNKNOWN_300143
300823,Health & Wellness,Medicines & Treatments,,,CHURCH & DWIGHT,L'IL CRITTERS,UNKNOWN_300823
301013,Health & Wellness,,,,SONIC,SONIC,UNKNOWN_301013
301063,Health & Wellness,Menstrual Care,Menstrual Care Pads,,,,UNKNOWN_301063
301081,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Immune Support,RECKITT BENCKISER,AIRBORNE,UNKNOWN_301081
301192,Snacks,Jerky & Dried Meat,Dried Meat Sticks,,CHOMPS,CHOMPS,UNKNOWN_301192
302476,Health & Wellness,Skin Care,,,"E.L.F. COSMETICS, INC",E.L.F.,UNKNOWN_302476
302614,Health & Wellness,Hair Care,Hair Treatments,,HENKEL,ALTERNA,UNKNOWN_302614
302914,Health & Wellness,Medicines & Treatments,Vitamins & Herbal Supplements,,JOHNSON & JOHNSON,ZARBEE'S,UNKNOWN_302914
302946,Restaurant,Beverages,Slushies & Icees,,THE COCA-COLA COMPANY,COCA-COLA,UNKNOWN_302946
303009,Health & Wellness,Oral Care,Toothbrushes,,CHURCH & DWIGHT,WATERPIK,UNKNOWN_303009
303035,Health & Wellness,Medicines & Treatments,,,RECKITT BENCKISER,MOVE FREE,UNKNOWN_303035
303542,Snacks,,,,HP HOOD,HELUVA GOOD!,UNKNOWN_303542
303553,Snacks,Crackers,,,BARILLA,WASA,UNKNOWN_303553
304101,Snacks,,,,MONDELĒZ INTERNATIONAL,BELVITA,UNKNOWN_304101
304167,Health & Wellness,Skin Care,Skin Toners & Astringents,Skin Toners,PROCTER & GAMBLE,OLAY,UNKNOWN_304167
304194,Health & Wellness,Bath & Body,,,KAO USA,CUREL,UNKNOWN_304194
304592,Snacks,Snack Bars,,,GENERAL MILLS,COCOA PUFFS,UNKNOWN_304592
305098,Health & Wellness,Bath & Body,Bar Soap,,"GALDERMA LABORATORIES, L.P.",CETAPHIL,UNKNOWN_305098
305171,Health & Wellness,Bath & Body,Bar Soap,,UNILEVER,DEGREE MEN,UNKNOWN_305171
305228,Snacks,Crackers,,,KELLANOVA,KEEBLER SANDWICH CRACKERS,UNKNOWN_305228
305267,Health & Wellness,Bath & Body,Bar Soap,,PROCTER & GAMBLE,IVORY,UNKNOWN_305267
305320,Health & Wellness,,,,CHURCH & DWIGHT,TOPPIK,UNKNOWN_305320
305964,Health & Wellness,Bath & Body,Hand & Body Lotions,,KAO USA,MYKIREI BY KAO,UNKNOWN_305964
305974,Health & Wellness,,,,PROCTER & GAMBLE,FIRST AID BEAUTY,UNKNOWN_305974
306005,Snacks,,,,THE HERSHEY COMPANY,ROLO,UNKNOWN_306005
306090,Snacks,Dips & Salsa,,,PEPSICO,RUFFLES,UNKNOWN_306090
306098,Snacks,Candy,Mints,,MARS WRIGLEY,EXTRA,UNKNOWN_306098
306212,Snacks,Snack Bars,Cereal Bars & Breakfast Biscuits,,GENERAL MILLS,REESE'S PUFFS,UNKNOWN_306212
306346,Health & Wellness,Skin Care,,,UNILEVER,SEVENTH GENERATION PERSONAL CARE,UNKNOWN_306346
306502,Health & Wellness,Medicines & Treatments,Essential Oils,,,,UNKNOWN_306502
306715,Health & Wellness,Hair Removal,After Shave,,COTY,MARC JACOBS FRAGRANCE & BODY CARE,UNKNOWN_306715
306824,Health & Wellness,Oral Care,Oral Care Accessories,,CHURCH & DWIGHT,THERABREATH,UNKNOWN_306824
307047,Health & Wellness,Hair Care,Hair Treatments,,KAO USA,WAKATI,UNKNOWN_307047
307100,Health & Wellness,Bath & Body,Liquid Hand Soap,,UNILEVER,BELOVED,UNKNOWN_307100
307794,Snacks,Fruit & Vegetable Snacks,Dried Fruit,,PEPSICO,OCEAN SPRAY SINGLE SERVE JUICES,UNKNOWN_307794
307898,Health & Wellness,,,,HALEON,NICORETTE,UNKNOWN_307898
308830,Snacks,Snack Bars,,,MUNK PACK,MUNK PACK,UNKNOWN_308830
308836,Health & Wellness,Bath & Body,Hand & Body Lotions,,JOHNSON & JOHNSON,LUBRIDERM,UNKNOWN_308836
309294,Health & Wellness,Hair Care,Hair Color,,KAO USA,GOLDWELL,UNKNOWN_309294
309430,Health & Wellness,,,,PROCTER & GAMBLE,VICKS,UNKNOWN_309430
309590,Health & Wellness,Medicines & Treatments,Cough & Cold Medicines & Treatments,Vapors & Rubs,,,UNKNOWN_309590
309912,Health & Wellness,Oral Care,Teeth Whitening,,,,UNKNOWN_309912
310101,Health & Wellness,Oral Care,,,COLGATE-PALMOLIVE,TOM'S OF MAINE,UNKNOWN_310101
310261,Health & Wellness,Bath & Body,Body Wash,,UNILEVER,DEGREE,UNKNOWN_310261
310707,Snacks,,,,MONDELĒZ INTERNATIONAL,TWO-BITE,UNKNOWN_310707
310881,Health & Wellness,Medicines & Treatments,,,BAYER,PHILLIPS'®,UNKNOWN_310881
311089,Snacks,Chips,Crisps,,PEPSICO,EL ISLENO PLANTAIN CHIPS,UNKNOWN_311089
311374,Health & Wellness,,,,CHURCH & DWIGHT,PEPSODENT,UNKNOWN_311374
311568,Snacks,Chips,Crisps,,,,UNKNOWN_311568
311666,Health & Wellness,Hair Care,Conditioner,,UNILEVER,TRESEMMÉ,UNKNOWN_311666
312153,Health & Wellness,,,,SANOFI AVENTIS US LLC,ASPERCREME,UNKNOWN_312153
312443,Snacks,Puffed Snacks,Popcorn,,,,UNKNOWN_312443
312747,Snacks,,,,CAMPBELL SOUP COMPANY,ARCHWAY,UNKNOWN_312747
312845,Snacks,Crackers,,,CAMPBELL SOUP COMPANY,PEPPERIDGE FARM,UNKNOWN_312845
312928,Health & Wellness,Hair Care,Hair Styling Products,,HENKEL,SMOOTH N SHINE,UNKNOWN_312928
313255,Health & Wellness,Medicines & Treatments,,,BAYER,MIRALAX®,UNKNOWN_313255
313471,Health & Wellness,Skin Care,,,UNILEVER,SIMPLE SKIN CARE,UNKNOWN_313471
313667,Health & Wellness,Medicines & Treatments,,,BAYER,FLINTSTONES™ VITAMINS,UNKNOWN_313667
313727,Health & Wellness,Medicines & Treatments,,,JOHNSON & JOHNSON,ZARBEE'S,UNKNOWN_313727
313816,Health & Wellness,Skin Care,Facial Cleansers,,UNILEVER,DOVE MEN+CARE,UNKNOWN_313816
313963,Snacks,Dips & Salsa,Salsa,,GENERAL MILLS,OLD EL PASO,UNKNOWN_313963
314355,Health & Wellness,Skin Care,Sunscreen,,"GALDERMA LABORATORIES, L.P.",CETAPHIL,UNKNOWN_314355
